"","CountryCode","Male_correct","Female_correct","Pvalue_correct","Male_score","Female_score","Pvalue_score","Male_self","Female_self","Pvalue_self"
"32",32,3.02631578947368,3.46666666666667,"0.297586827744199",-0.605263157894737,-0.6,"0.991307033596968",3.63157894736842,4.06666666666667,"0.139991155577619"
"33",33,2.70588235294118,2.5,"0.485225374530034",-1.13725490196078,-1.5,"0.253792474102966",3.84313725490196,4,"0.403972702334172"
"34",34,3.0989010989011,3.14814814814815,"0.862127754660039",-0.747252747252747,-0.555555555555556,"0.620917879810291",3.84615384615385,3.7037037037037,"0.585288803105469"
"35",35,2.53284671532847,2.69430051813471,"0.16156322216826",-1.21897810218978,-1.16062176165803,"0.66071537308308",3.75182481751825,3.85492227979275,"0.204196094031111"
"36",36,2.78125,2.66666666666667,"0.736349479701353",-0.9375,-1,"0.892840029848035",3.71875,3.66666666666667,"0.842825474406962"
"37",37,NA,NA,"not enough 'x' observations",NA,NA,"not enough 'x' observations",NA,NA,"not enough 'x' observations"
"38",38,2.9041095890411,2.93023255813953,"0.909381977673869",-0.821917808219178,-0.651162790697674,"0.578150459602355",3.72602739726027,3.58139534883721,"0.506156249818703"
"39",39,NA,NA,"not enough 'x' observations",NA,NA,"not enough 'x' observations",NA,NA,"not enough 'x' observations"
"40",40,3.15277777777778,3.51162790697674,"0.14086966326601",-0.791666666666667,-0.651162790697674,"0.587166948721895",3.94444444444444,4.16279069767442,"0.12210942601892"
"41",41,2.375,3.36363636363636,"0.0983290989673095",-1.25,-0.545454545454545,"0.342750045367781",3.625,3.90909090909091,"0.47590971998836"
"42",42,2.92912696869531,3.15227531875194,"6.45693740789352e-40",-0.888780867198133,-0.834145330154452,"0.00771221908621866",3.81790783589345,3.9864206489064,"6.85957832905467e-38"
"43",43,2.92457627118644,3.13997113997114,"7.24282946541565e-10",-0.809745762711864,-0.759018759018759,"0.239162402576595",3.73432203389831,3.8989898989899,"6.60260096515009e-09"
"44",44,2.88659793814433,3.34,"0.017065663537179",-0.587628865979381,-0.62,"0.889203112667711",3.47422680412371,3.96,"0.00357477866519985"
"45",45,3.06741573033708,3.26373626373626,"0.254798078844968",-0.752808988764045,-0.725274725274725,"0.891869391101404",3.82022471910112,3.98901098901099,"0.179916116912662"
"46",46,3.04347826086957,3.21428571428571,"0.477221459599877",-0.804347826086957,-0.619047619047619,"0.503229564758897",3.84782608695652,3.83333333333333,"0.93882828698554"
"47",47,3.03921568627451,3.4957264957265,"0.00480361288218581",-0.901960784313726,-0.444444444444444,"0.0159361716952592",3.94117647058824,3.94017094017094,"0.994216707159851"
"48",48,2.98095238095238,3.19354838709677,"0.281531935617088",-0.771428571428571,-0.951612903225806,"0.384637420946226",3.75238095238095,4.14516129032258,"0.000680584692670309"
"49",49,2.89795918367347,3.0625,"0.495845961512134",-0.897959183673469,-0.958333333333333,"0.831387218054588",3.79591836734694,4.02083333333333,"0.233821170512513"
"50",50,2.97619047619048,3.04651162790698,"0.783704850456726",-0.857142857142857,-1.06976744186047,"0.477019869314616",3.83333333333333,4.11627906976744,"0.130335692479689"
"51",51,3.02803738317757,3.31730769230769,"0.0710259957786839",-0.906542056074766,-0.528846153846154,"0.0628086040884213",3.93457943925234,3.84615384615385,"0.490160663801407"
